Page URL,Image URL,Alt Text,Alt Missing
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/latest_logo_white.png,Nescafe Logo,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",GOLD,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",NESCAFÉ® Classic​,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",NESCAFÉ® Coffee Sachets,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",NESCAFÉ Espresso Concentrate,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",NESCAFÉ Espresso Concentrate,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dolce Gusto,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",nescafé farmers origins coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",black coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Black coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",frothy coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",frothy coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Cappucino Coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cappuccino coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",latte coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",latte coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",mocha coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",mocha coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Ristretto coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",ristretto coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Espresso Coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",espresso coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",lungo coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",lungo coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",soluble instant coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",NESCAFÉ® sachets,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dulco Gusto,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",nespresso capsule,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",NESCAFÉ® Espresso Concentrate,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",NESCAFÉ® Espresso Concentrate,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",nescafé coffee types,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",black coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",frothy coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",mocha coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",cappuccino coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",latte coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",flavoured coffee,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",img,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",spring/summer season,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",autumn/winter season,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",nescafé coffee types,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",nescafé coffee types,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",nescafé country selector,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",nescafé campaigns,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",nescafé contacts,False
https://www.nescafe.com/nz/dolce-gusto,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",burger banner,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/2023-04/4901P_ProductCategoryPage_HeroIntroBlock_NDG_Bottom_750x904.png,nescafé dolce gusto,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/dolce-gusto,nescafé dolce gusto,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/2023-04/4901P_ProductCategoryPage_HeroIntroBlock_NDG_LEft_390x460%20%281%29%20%281%29.png,nescafé dolce gusto,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/2023-04/4901P_ProductCategoryPage_HeroIntroBlock_NDG_Right_390x460%20%281%29%20%281%29_0.png,nescafé dolce gusto pods,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/dolce-gusto,dolce gusto black coffees,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/dolce-gusto,dolce gusto white coffees,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/dolce-gusto,dolce gusto machine,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/dolce-gusto,dolce gusto coffee machines,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/dolce-gusto,dolce gusto recycling,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/2025-05/8445290870803_M_01_en_1716981404842.png,Nescafé Dolce Gusto Ristretto Ardenza Coffee Pods,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/2023-04/01_14%20PDP%20NDG%20Banner%20Module%20Espresso%20Intenso%20960x960.png,Nescafé Dolce Gusto,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/2025-05/7613033965791_M_01_en_1716977541529.png,Dolce Gusto Café Au Lait pods,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/2023-05/4078P_ProductCategoryPage_FooterRange_Classic_696x696_compressed_0_0.jpg,NESCAFÉ® farmer Origins,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/2024-04/4078P_ProductCategoryPage_FooterRange_NFO_696x696_compressed_1.jpg,The right way to start your day - every day.,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/sites/default/files/2023-04/4078P_ProductCategoryPage_FooterRange_Gold_696x696.jpg,nescafe gold,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/themes/custom/nescafe/assets/explore-range/plant-new.png,coffee leaf,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/themes/custom/nescafe/assets/explore-range/plant-new.png,coffee leaf,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/dolce-gusto,Nescafe Logo,False
https://www.nescafe.com/nz/dolce-gusto,https://www.nescafe.com/nz/dolce-gusto,Country Selector,False
